,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
921,Girls Like You (feat. Cardi B) - Cardi B Version,Girls Like You (feat. Cardi B),Maroon 5,2018-05-30,235545,71,0.568,0.851,0.541,0.0,0.13,-6.825,0.0505,124.959,4
922,DNCE,DNCE,DNCE,2016-11-18,230680,0,0.00516,0.824,0.737,0.00013,0.247,-5.838,0.0443,114.037,4
923,Body Moves,DNCE,DNCE,2016-11-18,236453,0,0.00165,0.655,0.699,0.0,0.0378,-5.142,0.0385,102.033,4
924,Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,0,0.156,0.774,0.764,0.0,0.0383,-5.445,0.0518,118.997,4
925,Doctor You,DNCE,DNCE,2016-11-18,192013,0,0.00374,0.708,0.839,2.75e-05,0.192,-4.59,0.0667,123.014,4
926,Toothbrush,DNCE,DNCE,2016-11-18,231813,0,0.12,0.557,0.791,0.0,0.397,-5.771,0.138,104.908,4
927,Blown,DNCE,DNCE,2016-11-18,197453,0,0.00132,0.628,0.948,1.56e-06,0.0971,-4.64,0.0462,129.986,4
928,Almost,DNCE,DNCE,2016-11-18,175853,0,0.777,0.687,0.523,0.0,0.147,-7.42,0.0309,92.012,4
929,Naked,DNCE,DNCE,2016-11-18,236173,0,0.0222,0.706,0.66,0.0,0.0454,-4.44,0.0481,128.91,4
930,Truthfully,DNCE,DNCE,2016-11-18,182653,0,0.271,0.72,0.649,0.0,0.335,-6.886,0.0354,102.042,4
931,Zoom,DNCE,DNCE,2016-11-18,221853,0,0.0013,0.68,0.738,0.0,0.182,-5.389,0.0377,125.03,4
932,Pay My Rent,DNCE,DNCE,2016-11-18,193400,0,0.0781,0.689,0.731,0.0,0.0925,-5.928,0.0644,112.978,4
933,Unsweet,DNCE,DNCE,2016-11-18,200746,0,0.000546,0.753,0.702,8.05e-05,0.181,-4.786,0.0563,111.965,4
934,Good Day,DNCE,DNCE,2016-11-18,218973,0,0.0666,0.721,0.673,0.0,0.187,-4.94,0.0461,110.008,4
935,Be Mean,DNCE,DNCE,2016-11-18,211240,0,0.0633,0.703,0.754,0.0,0.0681,-5.12,0.0639,93.989,4
936,Ao Vivo E A Cores,Intensamente Hoje!,Matheus & Kauan,2018-05-10,180304,52,0.0131,0.668,0.526,0.0,0.147,-6.174,0.0352,135.032,4
937,Better Now,beerbongs & bentleys,Post Malone,2018-04-27,231266,80,0.331,0.68,0.578,0.0,0.135,-5.804,0.04,145.038,4
938,Ginga (Participação especial de Rincon Sapiência),Ginga (Participação especial de Rincon Sapiência),IZA,2018-03-23,180625,49,0.185,0.716,0.972,0.0,0.198,-1.131,0.319,127.887,5
939,Delicate,reputation,Taylor Swift,2017-11-10,232253,0,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4
940,Say Something (feat. Chris Stapleton),Man of the Woods,Justin Timberlake,2018-02-02,278893,69,0.103,0.707,0.632,1.09e-05,0.0841,-7.031,0.0789,97.04,4
941,O Sol,O Sol,Vitor Kley,2017-10-13,209000,0,0.12,0.641,0.623,0.0,0.104,-5.641,0.0256,97.532,4
942,Where Were You In The Morning?,Where Were You In The Morning?,Shawn Mendes,2018-05-18,200613,0,0.556,0.708,0.517,0.0,0.0992,-7.466,0.0618,87.992,4
943,SAD!,?,XXXTENTACION,2018-03-16,166605,83,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,75.023,4
944,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Selena Gomez,2018-05-10,207904,73,0.0945,0.601,0.724,1.68e-06,0.12,-4.856,0.0486,102.061,4
945,Count on Me,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,197469,69,0.851,0.589,0.389,0.0,0.0772,-5.972,0.028,89.1,4
946,Counting Stars,Native,OneRepublic,2013-01-01,257266,0,0.0603,0.662,0.71,0.0,0.119,-4.945,0.0364,121.979,4
947,Diamonds and Landmines,Diamonds and Landmines,Ego Kill Talent,2018-05-11,213647,0,0.00166,0.435,0.857,0.0,0.051,-6.224,0.144,172.258,4
948,Love Somebody,Overexposed (Deluxe),Maroon 5,2012-01-01,229813,58,0.145,0.675,0.792,0.0,0.12,-6.303,0.0368,120.016,4
949,Home To Mama,Home To Mama,Justin Bieber,2014-11-25,203266,0,0.95,0.688,0.296,0.000166,0.115,-11.064,0.0872,89.091,4
950,Amuleto,Amuleto,Pedro Mendes,2017-11-10,132429,39,0.929,0.485,0.197,0.0,0.0994,-11.894,0.0402,61.501,3
951,Youngblood,Youngblood,5 Seconds of Summer,2018-04-12,203417,69,0.0169,0.596,0.854,0.0,0.124,-5.114,0.463,120.274,4
952,Nothing to Regret,Nothing to Regret,Robinson,2018-02-23,208485,57,0.243,0.697,0.521,0.0,0.189,-6.519,0.031,91.998,4
953,Alien,Alien,Sabrina Carpenter,2018-03-16,174840,57,0.0588,0.72,0.659,0.0,0.0662,-4.727,0.0403,105.955,4
954,1950,1950,King Princess,2018-02-23,225133,72,0.648,0.6,0.535,4.7e-06,0.162,-7.043,0.107,71.912,4
955,Chasing Fire,Chasing Fire,Lauv,2018-03-29,205267,0,0.0449,0.709,0.562,0.0,0.217,-4.864,0.0724,125.965,4
956,Playinwitme (feat. Kehlani),Playinwitme (feat. Kehlani),KYLE,2018-03-20,193093,0,0.302,0.687,0.587,0.0,0.278,-5.772,0.124,156.575,4
957,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,214846,81,0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,4
958,Sun Comes Up (feat. James Arthur),Sun Comes Up (feat. James Arthur),Rudimental,2017-06-30,232627,58,0.00791,0.619,0.858,0.0,0.173,-5.28,0.0929,106.017,4
959,Thunder / Young Dumb & Broke (with Khalid) - Medley,Thunder / Young Dumb & Broke (with Khalid) [Medley],Imagine Dragons,2017-12-20,251283,0,0.113,0.513,0.684,0.000144,0.395,-5.499,0.104,83.985,4
960,Fuleragem,Fuleragem,MC WM,2018-02-26,141473,55,0.00857,0.808,0.836,0.00016,0.113,-2.3,0.0506,94.979,4
961,Stolen Dance,Sadnecessary,Milky Chance,2014-06-20,313684,0,0.418,0.886,0.578,0.000181,0.0761,-8.826,0.0381,114.015,4
962,human,human,Christina Perri,2013-11-18,250706,60,0.132,0.439,0.489,0.000643,0.114,-6.286,0.0368,143.808,4
963,Unconditionally,PRISM (Deluxe),Katy Perry,2013-01-01,228878,0,0.00357,0.555,0.729,0.0,0.209,-4.813,0.0387,129.003,4
964,I See Fire,x (Deluxe Edition),Ed Sheeran,2014-06-21,299146,0,0.638,0.641,0.176,5.14e-06,0.252,-11.692,0.0349,76.031,4
965,Lego House,+,Ed Sheeran,2011-09-09,185093,59,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,4
966,Yellow,Parachutes,Coldplay,2000-07-10,266773,87,0.00239,0.429,0.661,0.000121,0.234,-7.227,0.0281,173.372,4
967,Nevermind,Nevermind,Dennis Lloyd,2017-06-30,156600,74,0.159,0.6,0.688,1.29e-05,0.409,-8.339,0.201,99.977,4
968,Just The Way You Are,Just The Way You Are,Bruno Mars,2010-07-20,220733,0,0.0151,0.637,0.843,0.0,0.0876,-5.413,0.0432,109.012,4
969,Lucky,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,189613,73,0.294,0.625,0.414,0.0,0.151,-8.7,0.0369,130.088,4
970,Bubbly,Coco,Colbie Caillat,2007-01-01,196280,68,0.603,0.697,0.474,0.0,0.11,-6.663,0.0351,127.904,4
971,Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,83,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,4
972,Lighthouse - Andrelli Remix,Lighthouse (Andrelli Remix),Hearts & Colors,2016-11-11,218446,53,0.0178,0.595,0.662,0.0,0.0804,-6.858,0.0362,96.053,4
973,Party Animal,Party Animal,Charly Black,2017-09-15,195813,59,0.0248,0.724,0.869,0.0,0.251,-3.922,0.046,100.999,4
974,Missing U,Missing U,Palm Trees,2018-02-09,208326,38,0.474,0.57,0.802,1.7e-05,0.0727,-5.707,0.101,119.937,4
975,Sick Boy,Sick Boy,The Chainsmokers,2018-04-20,193893,0,0.104,0.548,0.58,0.0,0.127,-7.524,0.121,180.066,4
976,Somebody,Sick Boy,The Chainsmokers,2018-04-20,223146,0,0.186,0.532,0.616,0.0,0.0928,-7.074,0.0328,101.883,4
977,Alors On Danse - Radio Edit,Cheese,Stromae,2010-01-01,206066,0,0.0994,0.79,0.59,0.00203,0.065,-9.206,0.0793,119.951,4
978,Glorious (feat. Skylar Grey),Glorious (feat. Skylar Grey),Macklemore,2017-06-15,220454,0,0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0.0522,139.994,4
979,Solta a batida,Solta a batida,LUDMILLA,2018-02-02,169811,45,0.0211,0.853,0.822,0.00886,0.167,-4.565,0.111,105.991,4
980,Proibidão - Ao Vivo,Paredão Do PPA (Ao Vivo),Pedro Paulo & Alex,2018-03-30,141812,23,0.703,0.659,0.848,1.18e-05,0.967,-4.105,0.306,129.712,4
981,Remexe mexe,Remexe mexe,Delano,2016-11-11,196894,37,0.0406,0.877,0.841,5.08e-06,0.133,-4.385,0.159,94.999,4
982,Love Is Madness (feat. Halsey),AMERICA,Thirty Seconds To Mars,2018-04-06,234866,56,0.0128,0.382,0.675,0.000246,0.219,-6.56,0.0441,106.171,1
983,This Town (feat. Sasha Alex Sloan),Stargazing - EP,Kygo,2017-09-21,202280,60,0.506,0.736,0.449,6.63e-05,0.117,-7.956,0.0633,147.971,4
984,Heaven,Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,2018-02-09,191786,0,0.866,0.55,0.376,0.0,0.0829,-9.153,0.0384,199.813,3
985,You Could Be,You Could Be,R3HAB,2017-08-25,160285,38,0.253,0.718,0.681,1.88e-05,0.208,-4.593,0.0361,139.998,4
986,Home with You,As She Pleases,Madison Beer,2018-02-02,190576,63,0.067,0.631,0.599,0.0,0.0952,-6.137,0.0878,170.122,4
987,Mad Love,Mad Love,Sean Paul,2018-02-15,199944,57,0.006,0.793,0.824,3.29e-06,0.169,-3.476,0.177,98.019,4
988,Dura,Dura,Daddy Yankee,2018-01-18,200480,0,0.174,0.786,0.846,0.0,0.413,-3.468,0.0505,95.005,4
989,Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,2018-02-09,181263,73,0.00104,0.922,0.581,5.86e-05,0.105,-7.495,0.27,140.022,4
990,Psycho (feat. Ty Dolla $ign),Psycho (feat. Ty Dolla $ign),Post Malone,2018-02-23,220880,0,0.566,0.74,0.558,0.0,0.112,-8.115,0.102,140.057,4
991,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,2018-02-16,201526,65,0.165,0.792,0.895,0.0,0.0501,-3.112,0.0589,94.968,4
992,Heaven,"Heaven [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",Julia Michaels,2018-01-26,191813,0,0.863,0.544,0.379,0.0,0.083,-9.113,0.0412,199.756,3
993,You Are The Reason,You Are The Reason,Calum Scott,2017-11-17,204326,0,0.914,0.326,0.226,0.0,0.132,-7.647,0.0294,171.037,3
994,"Gone, Gone, Gone",The World From The Side Of The Moon (Deluxe),Phillip Phillips,2013-01-01,209693,71,0.129,0.664,0.642,0.0,0.114,-5.961,0.038,118.002,4
995,UnFazed (feat. The Weeknd),Luv Is Rage 2,Lil Uzi Vert,2017-08-25,190355,57,0.0459,0.778,0.707,0.0,0.111,-3.606,0.0746,126.684,4
996,Ride or Die (feat. Foster the People),Ride or Die (feat. Foster the People),The Knocks,2018-03-09,242034,55,0.0609,0.648,0.75,4.41e-06,0.104,-3.248,0.0335,105.03,4
997,In My Blood,In My Blood,Shawn Mendes,2018-03-22,211600,0,0.0524,0.628,0.715,0.0,0.119,-7.097,0.0541,139.991,4
998,Mulher Feita,A Milenar Arte De Meter O Louco,Projota,2017-07-28,194082,0,0.0213,0.733,0.803,0.0,0.137,-4.615,0.136,81.004,4
999,Somebody Special,Somebody Special,Nina Nesbitt,2018-01-11,198658,0,0.43,0.559,0.379,0.0,0.0649,-7.217,0.0955,172.095,4
1000,Faroeste Caboclo,Mais Do Mesmo,Legião Urbana,1998-01-01,542933,42,0.045,0.416,0.651,3.14e-05,0.255,-9.803,0.067,87.148,4
1001,Tem Café,Melhor Viagem,Gaab,2017-09-15,262687,0,0.0346,0.694,0.506,0.0,0.0774,-10.272,0.29,169.866,4
1002,Tudo Amiga (feat. Mc Th),Tudo Amiga (feat. Mc Th),DENNIS,2017-10-21,144394,23,0.146,0.895,0.548,3.55e-06,0.0511,-5.824,0.0618,101.976,4
1003,Avisa Que Eu Cheguei - Ao Vivo,Contraste (Ao Vivo),Naiara Azevedo,2017-07-28,175760,49,0.126,0.669,0.912,0.0,0.348,-2.729,0.121,92.298,4
1004,Machika,Machika,J Balvin,2018-01-19,181733,0,0.0524,0.615,0.833,0.0,0.171,-3.377,0.39,212.117,4
1005,Menina,Menina,The Fish House,2017,213333,0,0.0153,0.741,0.754,7.95e-06,0.195,-8.262,0.0582,117.0,4
1006,Narciso,Narciso,R. Diaz,2018-03-05,244300,4,0.468,0.47,0.818,1.21e-05,0.203,-7.369,0.0456,150.064,3
1007,Weak,The Click,AJR,2017-06-30,201160,65,0.137,0.673,0.637,0.0,0.184,-4.518,0.0429,123.98,4
1008,All I Want,In A Perfect World (Deluxe),Kodaline,2013-06-14,305746,1,0.174,0.188,0.411,0.153,0.0843,-9.733,0.0484,187.376,3
1009,We Are Fire,We Are Fire,Saint Raymond,2017-11-03,260079,0,0.00425,0.635,0.629,0.0,0.117,-7.1,0.0329,113.982,4
1010,Way down We Go,Way down We Go,KALEO,2015-08-07,219560,63,0.612,0.59,0.578,0.000162,0.0837,-5.798,0.0528,81.663,4
1011,O Amor Existe (Meu Amor) [feat. MAR ABERTO],O Amor Existe (Meu Amor) [feat. MAR ABERTO],Selva,2017-12-15,192786,33,0.0255,0.633,0.809,0.0,0.086,-5.872,0.0355,122.034,4
1012,Cante por Nós,Cante por Nós,Vintage Culture,2018-03-09,209032,57,0.048,0.776,0.819,0.000325,0.0897,-5.213,0.057,124.043,4
1013,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)","Like A Riddle (feat. Hearts & Colors, Adam Trigger)",Felix Jaehn,2017-10-06,179565,0,0.0879,0.811,0.655,3.4e-06,0.0943,-6.494,0.0475,109.981,4
1014,Would You Ever,Would You Ever,Skrillex,2017-07-26,234285,61,0.0079,0.653,0.91,0.0,0.318,-3.36,0.0566,126.047,4
1015,Whatever It Takes,Evolve,Imagine Dragons,2017-06-23,201240,0,0.0392,0.675,0.662,0.0,0.128,-4.989,0.0318,134.936,4
1016,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,223413,79,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,4
1017,Phases,Phases,ALMA,2017-09-21,203891,0,0.334,0.764,0.722,0.0,0.103,-4.404,0.0881,110.007,4
1018,Tô Com Moral No Céu! - Ao Vivo,Tô Com Moral No Céu! (Ao Vivo),Matheus & Kauan,2018-01-19,170075,0,0.341,0.436,0.756,0.0,0.464,-4.771,0.111,112.285,3
1019,X,X,Nicky Jam,2018-03-02,173627,2,0.0364,0.595,0.773,0.00108,0.334,-4.736,0.0549,180.073,4
1020,Take Me Home,I Cry When I Laugh,Jess Glynne,2015,265381,66,0.292,0.558,0.451,0.0,0.101,-6.163,0.0388,150.008,4
1021,We're Going Home,We're Going Home,Vance Joy,2018-01-10,206360,30,0.323,0.386,0.675,3.68e-06,0.14,-5.481,0.0424,189.894,4
1022,Sick Boy,Sick Boy...You Owe Me,The Chainsmokers,2018-02-16,193893,0,0.104,0.548,0.58,0.0,0.127,-7.524,0.121,180.066,4
1023,Death of a Bachelor,Death of a Bachelor,Panic! At The Disco,2016-01-15,203506,70,0.0137,0.462,0.538,0.0,0.429,-5.527,0.059,139.256,4
1024,Legends Never Die (feat. Against the Current),Legends Never Die (feat. Against The Current),League of Legends,2017-09-15,235000,0,0.00786,0.498,0.598,0.0,0.111,-6.638,0.0377,140.078,4
1025,Hola (feat. Maluma),Hola (feat. Maluma),Flo Rida,2017-11-17,192376,53,0.0207,0.757,0.711,3.04e-05,0.11,-5.693,0.0769,113.026,4
1026,Tokyo,Night Visions,Imagine Dragons,2012-09-04,195853,45,0.0016,0.663,0.692,1.5e-05,0.172,-6.456,0.0308,119.983,4
1027,Smoke And Mirrors,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-10-23,260906,47,0.0657,0.601,0.636,0.0218,0.446,-7.283,0.0283,109.987,4
1028,Wait,Red Pill Blues (Deluxe),Maroon 5,2017-11-03,190642,0,0.0889,0.659,0.604,0.0,0.105,-5.084,0.0542,126.135,4
1029,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,Atitude 67 (Ao Vivo),Atitude 67,2017-11-24,210386,0,0.616,0.67,0.834,0.0,0.826,-4.942,0.0658,162.978,4
1030,Everyday,Everyday,Logic,2018-03-02,204826,58,0.0346,0.668,0.756,0.0,0.0793,-3.904,0.0382,149.908,4
1031,Modo Avião - Tropkillaz Remix,Modo Avião (Tropkillaz Remix) - Single,NX Zero,2016-12-09,195050,6,0.0422,0.66,0.931,0.00427,0.348,-6.244,0.0539,147.995,4
1032,"Batatas, Galáxias & Milkshakes","Batatas, Galáxias & Milkshakes",Eu Sou o Gabe,2017-12-13,111402,19,0.808,0.539,0.427,0.0,0.433,-8.884,0.0519,110.672,4
1033,Next To Me,Evolve,Imagine Dragons,2017-06-23,230288,0,0.328,0.385,0.687,0.000163,0.0443,-4.426,0.0592,113.669,4
1034,IDGAF,IDGAF,Dua Lipa,2018-01-12,217946,48,0.0403,0.836,0.544,0.0,0.0824,-5.975,0.0943,97.028,4
1035,Grow Up,Grow Up,Olly Murs,2016-10-07,224773,0,0.279,0.571,0.719,0.0,0.0891,-3.914,0.0655,167.339,4
1036,All I Ever Do (Is Say Goodbye),All I Ever Do (Is Say Goodbye),Zak Abel,2017-06-16,180059,33,0.0215,0.629,0.859,0.0,0.217,-3.127,0.0273,106.016,4
1037,Cheia de Manias - Ao Vivo,Raça Negra e Amigos II (Ao Vivo),Raça Negra,2017-08-25,277125,55,0.389,0.714,0.822,1.88e-05,0.916,-7.183,0.0599,99.989,4
1038,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,210772,73,0.194,0.653,0.809,0.0,0.165,-4.057,0.0474,92.213,4
1039,Ta Tum Tum,Ta Tum Tum,MC Kevinho,2018-01-30,164157,0,0.252,0.749,0.68,3.21e-06,0.0931,-7.084,0.13,174.164,4
1040,Moonlight,Just The Beginning,Grace VanderWaal,2017-11-03,174106,60,0.399,0.737,0.734,0.0,0.323,-4.71,0.156,91.999,4
1041,Just A Crush,Just The Beginning,Grace VanderWaal,2017-11-03,194240,38,0.437,0.642,0.532,0.0,0.267,-6.03,0.0354,98.033,4
1042,Escape My Mind,Just The Beginning,Grace VanderWaal,2017-11-03,196306,43,0.0965,0.731,0.808,0.0,0.535,-3.975,0.0506,95.019,4
1043,Talk Good,Just The Beginning,Grace VanderWaal,2017-11-03,181000,36,0.138,0.833,0.546,0.0,0.0956,-7.825,0.0721,102.004,4
1044,Florets,Just The Beginning,Grace VanderWaal,2017-11-03,225933,38,0.182,0.67,0.705,2.08e-05,0.101,-5.573,0.126,116.052,4
1045,Insane Sometimes,Just The Beginning,Grace VanderWaal,2017-11-03,210466,35,0.187,0.699,0.471,0.0,0.0967,-6.442,0.0387,110.009,4
1046,A Better Life,Just The Beginning,Grace VanderWaal,2017-11-03,244160,33,0.9,0.398,0.39,0.000153,0.209,-7.767,0.0298,122.031,4
1047,City Song,Just The Beginning,Grace VanderWaal,2017-11-03,201480,41,0.194,0.545,0.563,0.0,0.306,-5.874,0.0556,99.847,4
1048,Darkness Keeps Chasing Me,Just The Beginning,Grace VanderWaal,2017-11-03,281693,37,0.568,0.293,0.318,0.0,0.104,-7.126,0.0321,77.057,3
1049,So Much More Than This,Just The Beginning,Grace VanderWaal,2017-11-03,174080,54,0.136,0.742,0.522,0.0,0.0422,-4.111,0.152,180.039,4
1050,Paga De Solteiro Feliz,Paga De Solteiro Feliz,Simone & Simaria,2018-01-05,176326,0,0.0383,0.686,0.945,1.42e-05,0.0898,-3.123,0.0598,98.008,4
1051,Man of the Woods,Man of the Woods,Justin Timberlake,2018-02-02,243986,50,0.315,0.624,0.452,1.02e-05,0.311,-8.206,0.0681,199.775,4
1052,The Middle,The Middle,Zedd,2018-01-23,184732,1,0.208,0.748,0.652,0.0,0.128,-3.02,0.058,106.914,4
1053,What Is Love,What Is Love,Chase Goehring,2016-12-22,205766,31,0.149,0.775,0.684,4.6e-06,0.214,-7.758,0.0867,124.043,4
1054,Jaded,Jaded - EP,Chase Goehring,2016-04-15,193328,28,0.581,0.864,0.695,0.0,0.106,-7.852,0.0526,100.023,4
1055,Illusion,Jaded - EP,Chase Goehring,2016-04-15,166997,34,0.75,0.713,0.512,0.0,0.158,-6.938,0.0903,167.914,4
1056,Hurt,Jaded - EP,Chase Goehring,2016-04-15,187928,42,0.308,0.672,0.793,0.0,0.107,-6.963,0.065,142.791,4
1057,Contatinho (feat. Luan Santana),Contatinho (feat. Luan Santana),Nego do Borel,2017-12-15,180666,39,0.346,0.663,0.845,0.0,0.122,-4.938,0.19,180.078,4
1058,4 da manhã,4 da manhã,UM44K,2017-04-28,216428,60,0.66,0.794,0.474,0.0,0.112,-6.993,0.0387,111.971,4
1059,Heaven’s Gate,M A N I A,Fall Out Boy,2018-01-19,225693,0,0.0174,0.397,0.598,0.0,0.321,-5.003,0.0366,176.135,3
1060,Sunshine Riptide,M A N I A,Fall Out Boy,2018-01-19,204826,0,0.00156,0.584,0.732,0.0,0.0472,-5.183,0.0395,133.989,4
1061,Bishops Knife Trick,M A N I A,Fall Out Boy,2018-01-19,263266,0,0.0167,0.444,0.778,0.0,0.0905,-4.782,0.0356,139.607,4
1062,Wilson (Expensive Mistakes),M A N I A,Fall Out Boy,2018-01-19,216933,0,0.0232,0.492,0.795,0.0,0.118,-4.386,0.057,152.05,4
1063,Stay Frosty Royal Milk Tea,M A N I A,Fall Out Boy,2018-01-19,170920,0,0.000791,0.462,0.849,5.6e-06,0.201,-4.635,0.0742,145.942,4
1064,The Last Of The Real Ones,M A N I A,Fall Out Boy,2018-01-19,230400,0,0.00535,0.582,0.88,0.0,0.196,-5.224,0.0453,115.05,4
1065,Church,M A N I A,Fall Out Boy,2018-01-19,211840,0,0.00157,0.367,0.892,0.0,0.237,-3.376,0.0495,168.002,4
1066,Champion,M A N I A,Fall Out Boy,2018-01-19,192533,0,0.00097,0.322,0.901,3.38e-05,0.355,-4.101,0.21,188.145,4
1067,Young And Menace,M A N I A,Fall Out Boy,2018-01-19,223933,0,0.126,0.649,0.822,0.000767,0.125,-5.121,0.0594,108.06,4
1068,HOLD ME TIGHT OR DON’T,M A N I A,Fall Out Boy,2018-01-19,210346,0,0.00787,0.579,0.922,5.01e-06,0.107,-4.345,0.0526,95.974,4
1069,Naked - Acoustic Version,Naked (Acoustic Version),James Arthur,2017-12-15,230440,61,0.182,0.514,0.343,0.0,0.205,-8.531,0.0263,102.013,4
1070,Sick Boy,Sick Boy,The Chainsmokers,2018-01-17,193893,0,0.104,0.548,0.58,0.0,0.127,-7.524,0.121,180.066,4
1071,The Fault in Our Stars,The Fault in Our Stars,Troye Sivan,2013-05-05,187194,61,0.613,0.481,0.179,2.84e-05,0.145,-21.424,0.109,74.85,4
1072,Real Friends,Camila,Camila Cabello,2018-01-12,214386,59,0.839,0.726,0.304,0.0,0.0853,-8.677,0.131,91.97,4
1073,Him & I (with Halsey),The Beautiful & Damned,G-Eazy,2017-12-15,268866,75,0.0534,0.589,0.731,0.0,0.308,-6.343,0.0868,87.908,4
1074,This Is Me,This Is Me,Keala Settle,2017-10-27,234706,64,0.00583,0.284,0.704,0.000115,0.0424,-7.276,0.186,191.702,4
1075,So Far Away (feat. Jamie Scott & Romy Dya),So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,2017-12-01,183636,66,0.435,0.526,0.52,0.0,0.197,-7.985,0.0569,149.119,4
1076,Anywhere,Anywhere,Rita Ora,2017-10-20,215064,63,0.0364,0.628,0.797,0.0,0.104,-3.953,0.0596,106.93,4
1077,Dusk Till Dawn (feat. Sia) - Radio Edit,Dusk Till Dawn (feat. Sia) [Radio Edit],ZAYN,2017-09-07,239000,77,0.102,0.259,0.437,1.32e-06,0.106,-6.589,0.0386,180.042,4
1078,River (feat. Ed Sheeran),Revival,Eminem,2017-12-15,221013,0,0.17,0.757,0.748,0.0,0.0759,-5.794,0.473,90.052,4
1079,IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,78,0.0403,0.836,0.544,0.0,0.0824,-5.975,0.0943,97.028,4
1080,Lonesome Town - Remastered 2001,Greatest Hits,Ricky Nelson,2002-01-01,133360,31,0.837,0.509,0.179,0.00011,0.106,-12.484,0.0322,77.728,4
1081,Laughing on the Outside,Cleopatra Girls,Various Artists,2017-04-07,140453,0,0.822,0.384,0.419,0.00152,0.267,-9.712,0.0426,98.637,3
1082,End Game,reputation,Taylor Swift,2017-11-10,244826,0,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.073,4
1083,Tell Me You Love Me,Tell Me You Love Me,Demi Lovato,2017-09-29,236986,0,0.0247,0.516,0.592,0.0,0.181,-5.465,0.0566,82.05,4
1084,MIC Drop (feat. Desiigner) [Steve Aoki Remix],MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,2017-11-24,238726,14,0.0157,0.613,0.842,0.0,0.23,-4.332,0.219,169.917,4
1085,For the Glory,Machines,All Good Things,2017-10-20,286426,0,0.000173,0.486,0.866,1.31e-06,0.0892,-4.711,0.0626,138.08,4
1086,Bum Bum Tam Tam,Bum Bum Tam Tam,MC Fioti,2017-12-15,213988,0,0.346,0.896,0.673,1.28e-05,0.206,-3.872,0.139,131.99,4
1087,Troféu do Ano,Troféu do Ano,Jerry Smith,2017-11-01,189048,27,0.127,0.879,0.626,0.0,0.0656,-2.122,0.143,160.047,4
1088,Another Way to Die,Another Way to Die,Jack White,2008-09-12,262733,0,0.0382,0.541,0.772,8.48e-05,0.0796,-3.874,0.136,71.201,4
1089,State of My Head,Threat to Survival,Shinedown,2015-09-18,205653,63,0.00919,0.486,0.94,0.0,0.0777,-4.237,0.0605,79.727,4
1090,Sunglasses at Night,Stranger Things (Soundtrack from the Netflix Original Series),Various Artists,2017-10-27,233773,45,0.475,0.664,0.716,0.000307,0.618,-8.199,0.0521,127.501,4
1091,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",Machine Gun Kelly,2017-11-18,202804,72,0.00413,0.653,0.718,0.0,0.0537,-5.232,0.213,82.034,4
1092,World Gone Mad,World Gone Mad (From Bright: The Album),Bastille,2017-11-09,195700,55,0.283,0.505,0.68,0.0,0.175,-3.423,0.0336,139.843,4
1093,Lembre de Mim - Versão Rogério Flausino,Viva - A Vida é uma Festa (Trilha Sonora Original em Português),Various Artists,2017-12-29,140345,27,0.757,0.585,0.47,1.82e-06,0.122,-10.16,0.0591,172.268,4
